Apartment,Block,Distance,Name,licence_numbers,name_of_license,premise_address,address,Latitude,Longtitude
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,0.5857480311321862,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
16 TOH YI DR,16,0.5924538319263807,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
16 TOH YI DR,16,0.23844819741347087,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
16 TOH YI DR,16,1.8894325995453558,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
16 TOH YI DR,16,1.9590353230158533,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
16 TOH YI DR,16,0.3721614556536163,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
16 TOH YI DR,16,1.9931057370484941,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
16 TOH YI DR,16,0.576917792191468,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
16 TOH YI DR,16,0.6699072166839869,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
16 TOH YI DR,16,0.5233848517224217,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
16 TOH YI DR,16,1.9382788931779935,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
16 TOH YI DR,16,1.8505012213998497,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
16 TOH YI DR,16,1.6262700725622403,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,0.5857480311321862,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
16 TOH YI DR,16,0.5924538319263807,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
16 TOH YI DR,16,0.23844819741347087,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
16 TOH YI DR,16,1.8894325995453558,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
16 TOH YI DR,16,1.9590353230158533,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
16 TOH YI DR,16,0.3721614556536163,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
16 TOH YI DR,16,1.9931057370484941,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
16 TOH YI DR,16,0.576917792191468,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
16 TOH YI DR,16,0.6699072166839869,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
16 TOH YI DR,16,0.5233848517224217,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
16 TOH YI DR,16,1.9382788931779935,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
16 TOH YI DR,16,1.8505012213998497,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
16 TOH YI DR,16,1.6262700725622403,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,0.5857480311321862,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
16 TOH YI DR,16,0.5924538319263807,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
16 TOH YI DR,16,0.23844819741347087,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
16 TOH YI DR,16,1.8894325995453558,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
16 TOH YI DR,16,1.9590353230158533,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
16 TOH YI DR,16,0.3721614556536163,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
16 TOH YI DR,16,1.9931057370484941,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
16 TOH YI DR,16,0.576917792191468,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
16 TOH YI DR,16,0.6699072166839869,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
16 TOH YI DR,16,0.5233848517224217,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
16 TOH YI DR,16,1.9382788931779935,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
16 TOH YI DR,16,1.8505012213998497,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
16 TOH YI DR,16,1.6262700725622403,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,0.5857480311321862,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
16 TOH YI DR,16,0.5924538319263807,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
16 TOH YI DR,16,0.23844819741347087,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
16 TOH YI DR,16,1.8894325995453558,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
16 TOH YI DR,16,1.9590353230158533,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
16 TOH YI DR,16,0.3721614556536163,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
16 TOH YI DR,16,1.9931057370484941,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
16 TOH YI DR,16,0.576917792191468,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
16 TOH YI DR,16,0.6699072166839869,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
16 TOH YI DR,16,0.5233848517224217,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
16 TOH YI DR,16,1.9382788931779935,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
16 TOH YI DR,16,1.8505012213998497,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
16 TOH YI DR,16,1.6262700725622403,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,0.5857480311321862,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
16 TOH YI DR,16,0.5924538319263807,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
16 TOH YI DR,16,0.23844819741347087,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
16 TOH YI DR,16,1.8894325995453558,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
16 TOH YI DR,16,1.9590353230158533,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
16 TOH YI DR,16,0.3721614556536163,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
16 TOH YI DR,16,1.9931057370484941,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
16 TOH YI DR,16,0.576917792191468,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
16 TOH YI DR,16,0.6699072166839869,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
16 TOH YI DR,16,0.5233848517224217,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
16 TOH YI DR,16,1.9382788931779935,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
16 TOH YI DR,16,1.8505012213998497,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
16 TOH YI DR,16,1.6262700725622403,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,0.5857480311321862,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
16 TOH YI DR,16,0.5924538319263807,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
16 TOH YI DR,16,0.23844819741347087,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
16 TOH YI DR,16,1.8894325995453558,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
16 TOH YI DR,16,1.9590353230158533,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
16 TOH YI DR,16,0.3721614556536163,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
16 TOH YI DR,16,1.9931057370484941,SHENG SIONG SUPERMARKET,SW19869J000,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
16 TOH YI DR,16,0.576917792191468,LOTUS GROCERY,C02032A000,LOTUS GROCERY,"15 ENG KONG TERRACE, ENG KONG PARK S(598987)",15 ENG KONG TERRACE,1.33638188559532,103.768386558311
16 TOH YI DR,16,0.6699072166839869,FAIRPRICE FINEST,C02036N000,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)",1 JALAN ANAK BUKIT ,1.3386316527745,103.778585430975
16 TOH YI DR,16,0.5233848517224217,COLD STORAGE,C02048E000,COLD STORAGE SINGAPORE (1983) PTE LTD,"144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)",144 UPPER BUKIT TIMAH ROAD ,1.34239284478687,103.77625052784
16 TOH YI DR,16,1.9382788931779935,-,NW06239N000,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",108 CLEMENTI STREET 11 ,1.32212392900686,103.770265903384
16 TOH YI DR,16,1.8505012213998497,COLD STORAGE,NW08141P000,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",41 SUNSET WAY ,1.32355286918436,103.767515486547
16 TOH YI DR,16,1.6262700725622403,RYAN'S GROCERY,NW15264K000,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",29 BINJAI PARK,1.33661378718238,103.786974822749
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,COLD STORAGE,NW15295X000,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,1.2703736256155902,Meat United,SNW20069V000,MEAT UNITED PRIVATE LIMITED,"896 DUNEARN ROAD #01-08, LINK@896 S(589472)",896 DUNEARN ROAD ,1.33667573740597,103.783709151645
16 TOH YI DR,16,0.5857480311321862,Neue Mart,SNW20076A000,NM EK PTE. LTD.,"19 ENG KONG TERRACE, ENG KONG PARK S(598991)",19 ENG KONG TERRACE,1.3364085024668,103.768270552015
16 TOH YI DR,16,0.5924538319263807,THYME TO MEAT,SNW20086X000,THYME TO MEAT PRIVATE LIMITED,"27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)",27 ENG KONG TERRACE,1.3361924255042,103.768352501927
16 TOH YI DR,16,0.23844819741347087,LOTTE KOREAN MART,SW06806E000,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",17 LORONG KILAT ,1.34082770311651,103.774215677961
16 TOH YI DR,16,1.8894325995453558,GIANT,SW07070J000,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",284 BUKIT BATOK EAST AVENUE 3 ,1.34670228583941,103.757242525171
16 TOH YI DR,16,1.9590353230158533,FAIRPRICE,SW13Q24X000,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34770147739311,103.757044584552
16 TOH YI DR,16,0.3721614556536163,SEOUL BUTCHERY,SW18715E000,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",13 YUK TONG AVENUE,1.34207496392367,103.774632794309
